id,duracion_estadia,genero,edad,kids,codigo_destino,tipo_acomodacion,Age_imputed,gender_encoded,acomodacion_predicted
1006790,5,M,46.0,0.0,NL,,46.0,1,Airbnb
1007145,6,F,42.0,0.0,UK,,42.0,0,Hotel
1001430,2,F,39.0,1.0,UK,,39.0,0,Hotel
1001611,4,M,37.0,0.0,IT,,37.0,1,Hotel
1010437,4,M,43.0,1.0,IT,,43.0,1,Hotel
1003221,1,F,,1.0,ES,,40.512179278986686,0,Hotel
1010990,3,F,33.0,0.0,NL,,33.0,0,Airbnb
1002979,1,F,34.0,0.0,US,,34.0,0,Airbnb
1007981,3,F,43.0,0.0,PE,,43.0,0,Hotel
1013867,3,F,31.0,0.0,ES,,31.0,0,Airbnb
1008823,3,F,37.0,1.0,COL,,37.0,0,Hotel
1005695,7,M,52.0,0.0,PE,,52.0,1,Airbnb
1007784,7,M,39.0,1.0,US,,39.0,1,Airbnb
1004611,5,F,35.0,1.0,ES,,35.0,0,Hotel
1004666,2,M,,0.0,AR,,40.512179278986686,1,Hotel
1007694,4,F,38.0,1.0,COL,,38.0,0,Hotel
1004983,6,F,37.0,0.0,PE,,37.0,0,Airbnb
1013670,1,M,44.0,1.0,ES,,44.0,1,Hotel
1000916,4,F,42.0,0.0,PE,,42.0,0,Hotel
1011414,3,M,41.0,1.0,COL,,41.0,1,Hotel
1009990,5,F,,1.0,NL,,40.512179278986686,0,Hotel
1012906,5,M,46.0,0.0,UK,,46.0,1,Airbnb
1011930,2,F,,0.0,PE,,40.512179278986686,0,Hotel
1013573,6,M,44.0,1.0,US,,44.0,1,Hotel
1001998,9,F,,1.0,COL,,40.512179278986686,0,Airbnb
1003711,5,M,31.0,0.0,NL,,31.0,1,Hotel
1009812,5,M,39.0,0.0,COL,,39.0,1,Hotel
1008115,5,F,,0.0,COL,,40.512179278986686,0,Hotel
1013140,4,M,29.0,1.0,PE,,29.0,1,Airbnb
1002299,5,M,,1.0,US,,40.512179278986686,1,Airbnb
1001026,8,M,31.0,0.0,NL,,31.0,1,Hotel
1006872,3,F,39.0,0.0,AR,,39.0,0,Airbnb
1009029,5,M,40.0,1.0,COL,,40.0,1,Airbnb
1013435,5,M,35.0,0.0,ES,,35.0,1,Hotel
1012469,4,M,,0.0,IT,,40.512179278986686,1,Hotel
1001113,2,M,,0.0,NL,,40.512179278986686,1,Hotel
1003885,6,F,38.0,1.0,ES,,38.0,0,Hotel
1001985,4,M,41.0,1.0,COL,,41.0,1,Hotel
1005098,4,F,39.0,1.0,AR,,39.0,0,Hotel
1007982,5,M,35.0,1.0,AR,,35.0,1,Airbnb
1007191,1,M,36.0,1.0,ES,,36.0,1,Airbnb
1013761,4,F,45.0,1.0,PE,,45.0,0,Airbnb
1010955,1,M,43.0,0.0,IT,,43.0,1,Airbnb
1007585,1,F,40.0,1.0,ES,,40.0,0,Hotel
1001292,2,F,49.0,0.0,ES,,49.0,0,Hotel
1003499,2,F,43.0,0.0,NL,,43.0,0,Hotel
1007164,5,F,39.0,0.0,NL,,39.0,0,Airbnb
1011932,5,M,34.0,1.0,IT,,34.0,1,Airbnb
1001841,5,F,43.0,1.0,ES,,43.0,0,Airbnb
1011020,6,M,36.0,1.0,PE,,36.0,1,Airbnb
1006307,4,M,47.0,0.0,US,,47.0,1,Airbnb
1009662,6,M,43.0,1.0,ES,,43.0,1,Hotel
1007574,6,M,39.0,0.0,UK,,39.0,1,Hotel
1006304,3,M,41.0,1.0,IT,,41.0,1,Hotel
1004515,1,F,40.0,1.0,PE,,40.0,0,Hotel
1010289,4,M,,0.0,COL,,40.512179278986686,1,Hotel
1012720,3,F,34.0,0.0,IT,,34.0,0,Airbnb
1013441,5,M,43.0,0.0,NL,,43.0,1,Airbnb
1003603,5,F,,1.0,UK,,40.512179278986686,0,Hotel
1008124,4,M,46.0,1.0,US,,46.0,1,Hotel
1004913,3,F,,0.0,AR,,40.512179278986686,0,Hotel
1000532,4,F,43.0,1.0,AR,,43.0,0,Airbnb
1011739,3,F,43.0,1.0,AR,,43.0,0,Airbnb
1011008,4,M,50.0,0.0,ES,,50.0,1,Hotel
1005274,4,M,39.0,1.0,COL,,39.0,1,Airbnb
1002749,6,M,40.0,1.0,COL,,40.0,1,Airbnb
1006990,4,M,45.0,1.0,COL,,45.0,1,Hotel
1009353,5,F,39.0,1.0,COL,,39.0,0,Hotel
1004795,5,F,42.0,0.0,AR,,42.0,0,Hotel
1002638,1,M,47.0,0.0,COL,,47.0,1,Airbnb
1000924,4,M,37.0,0.0,UK,,37.0,1,Hotel
1001900,4,M,,1.0,AR,,40.512179278986686,1,Hotel
1003133,3,F,22.0,0.0,UK,,22.0,0,Hotel
1012846,2,M,,1.0,NL,,40.512179278986686,1,Hotel
1014039,4,F,39.0,0.0,COL,,39.0,0,Airbnb
1012143,4,M,43.0,1.0,IT,,43.0,1,Hotel
1011730,4,M,,0.0,US,,40.512179278986686,1,Hotel
1007666,5,M,41.0,0.0,NL,,41.0,1,Airbnb
1010397,2,F,40.0,0.0,NL,,40.0,0,Airbnb
1012413,4,F,,1.0,COL,,40.512179278986686,0,Airbnb
1004193,6,F,37.0,0.0,NL,,37.0,0,Airbnb
1009370,1,M,37.0,1.0,UK,,37.0,1,Airbnb
1012889,2,F,30.0,1.0,ES,,30.0,0,Hotel
1001027,3,M,44.0,1.0,AR,,44.0,1,Hotel
1006039,2,F,48.0,0.0,IT,,48.0,0,Hotel
1008291,4,M,39.0,0.0,NL,,39.0,1,Hotel
1004655,3,F,,0.0,ES,,40.512179278986686,0,Hotel
1005455,2,M,45.0,1.0,PE,,45.0,1,Hotel
1010987,4,M,37.0,1.0,NL,,37.0,1,Airbnb
1010629,1,M,41.0,0.0,AR,,41.0,1,Airbnb
1004072,7,F,44.0,0.0,ES,,44.0,0,Hotel
1002548,6,M,40.0,1.0,IT,,40.0,1,Airbnb
1001546,3,M,43.0,0.0,COL,,43.0,1,Airbnb
1006253,4,F,36.0,0.0,AR,,36.0,0,Airbnb
1004269,4,M,38.0,0.0,COL,,38.0,1,Hotel
1010385,5,M,,0.0,AR,,40.512179278986686,1,Hotel
1005457,2,M,32.0,1.0,ES,,32.0,1,Airbnb
1000355,2,F,42.0,0.0,UK,,42.0,0,Hotel
1007909,3,F,43.0,0.0,US,,43.0,0,Hotel
1003784,4,M,45.0,0.0,PE,,45.0,1,Airbnb
1001973,3,M,44.0,1.0,US,,44.0,1,Hotel
1009333,6,M,,0.0,US,,40.512179278986686,1,Hotel
1009386,3,M,43.0,1.0,NL,,43.0,1,Hotel
1011934,2,F,46.0,0.0,US,,46.0,0,Hotel
1008431,3,M,41.0,1.0,ES,,41.0,1,Hotel
1002303,4,M,39.0,1.0,AR,,39.0,1,Airbnb
1003512,2,M,39.0,1.0,US,,39.0,1,Airbnb
1013406,3,F,37.0,1.0,ES,,37.0,0,Hotel
1009738,5,F,39.0,1.0,ES,,39.0,0,Hotel
1000300,2,M,46.0,0.0,UK,,46.0,1,Airbnb
1012768,8,M,41.0,1.0,NL,,41.0,1,Hotel
1006202,5,M,39.0,0.0,UK,,39.0,1,Hotel
1009740,2,F,34.0,1.0,ES,,34.0,0,Hotel
1012459,6,M,48.0,0.0,NL,,48.0,1,Airbnb
1011838,3,M,49.0,1.0,US,,49.0,1,Hotel
1007647,3,M,46.0,0.0,AR,,46.0,1,Airbnb
1013554,6,M,47.0,1.0,ES,,47.0,1,Hotel
1005303,3,M,32.0,0.0,ES,,32.0,1,Hotel
1012509,4,F,35.0,1.0,IT,,35.0,0,Hotel
1002732,5,F,40.0,0.0,IT,,40.0,0,Airbnb
1003981,2,M,35.0,1.0,NL,,35.0,1,Airbnb
1012662,5,F,42.0,0.0,NL,,42.0,0,Hotel
1005575,1,M,37.0,1.0,IT,,37.0,1,Airbnb
1012797,4,M,,0.0,NL,,40.512179278986686,1,Hotel
1003708,6,F,41.0,1.0,PE,,41.0,0,Airbnb
1007142,4,F,45.0,1.0,UK,,45.0,0,Airbnb
1002015,2,F,38.0,1.0,US,,38.0,0,Hotel
1011829,2,M,40.0,1.0,PE,,40.0,1,Airbnb
1002866,3,F,43.0,1.0,COL,,43.0,0,Airbnb
1002822,5,M,42.0,1.0,PE,,42.0,1,Hotel
1009116,4,M,43.0,0.0,IT,,43.0,1,Airbnb
1003087,3,F,33.0,1.0,COL,,33.0,0,Hotel
1007628,4,F,46.0,1.0,COL,,46.0,0,Airbnb
1006096,5,F,46.0,0.0,PE,,46.0,0,Hotel
1010817,4,F,36.0,1.0,PE,,36.0,0,Hotel
1006131,3,F,,0.0,US,,40.512179278986686,0,Hotel
1011847,6,F,,0.0,US,,40.512179278986686,0,Hotel
1011114,3,M,,0.0,UK,,40.512179278986686,1,Airbnb
1013979,3,M,39.0,1.0,UK,,39.0,1,Airbnb
1010806,10,M,47.0,0.0,COL,,47.0,1,Hotel
1013168,7,F,46.0,0.0,IT,,46.0,0,Hotel
1013304,4,M,34.0,0.0,NL,,34.0,1,Hotel
1012892,3,F,42.0,1.0,ES,,42.0,0,Airbnb
1012766,4,M,39.0,1.0,US,,39.0,1,Airbnb
1003408,1,M,37.0,0.0,UK,,37.0,1,Hotel
1004836,1,M,42.0,0.0,COL,,42.0,1,Airbnb
1005791,6,M,39.0,1.0,PE,,39.0,1,Airbnb
1000513,3,F,51.0,0.0,ES,,51.0,0,Hotel
1009185,6,F,48.0,0.0,NL,,48.0,0,Hotel
1010732,3,M,32.0,1.0,US,,32.0,1,Airbnb
1014016,4,M,44.0,0.0,ES,,44.0,1,Airbnb
1007334,2,F,,1.0,ES,,40.512179278986686,0,Hotel
1004031,1,F,43.0,1.0,US,,43.0,0,Airbnb
1000779,4,F,,0.0,ES,,40.512179278986686,0,Hotel
1012184,1,F,,1.0,US,,40.512179278986686,0,Hotel
1008045,4,M,33.0,1.0,UK,,33.0,1,Airbnb
1011618,5,M,48.0,0.0,NL,,48.0,1,Airbnb
1002682,3,F,44.0,0.0,AR,,44.0,0,Hotel
1001625,2,M,,0.0,UK,,40.512179278986686,1,Hotel
1011717,3,F,37.0,0.0,UK,,37.0,0,Airbnb
1001797,3,M,40.0,0.0,COL,,40.0,1,Hotel
1001734,4,F,48.0,1.0,UK,,48.0,0,Airbnb
1003731,2,F,45.0,1.0,AR,,45.0,0,Airbnb
1013181,3,M,43.0,0.0,IT,,43.0,1,Airbnb
1007390,4,F,49.0,0.0,NL,,49.0,0,Hotel
1011893,4,F,40.0,1.0,UK,,40.0,0,Hotel
1012498,3,F,,1.0,US,,40.512179278986686,0,Hotel
1013714,3,F,43.0,0.0,AR,,43.0,0,Hotel
1008789,3,M,40.0,1.0,ES,,40.0,1,Airbnb
1005341,2,M,45.0,1.0,PE,,45.0,1,Hotel
1012510,2,M,40.0,1.0,PE,,40.0,1,Airbnb
1003266,3,M,41.0,0.0,IT,,41.0,1,Airbnb
1006087,3,M,47.0,0.0,ES,,47.0,1,Airbnb
1013614,7,F,41.0,1.0,COL,,41.0,0,Airbnb
1002713,2,M,,0.0,NL,,40.512179278986686,1,Hotel
1011859,5,F,41.0,0.0,ES,,41.0,0,Hotel
1012639,5,F,44.0,1.0,US,,44.0,0,Airbnb
1003433,3,F,34.0,1.0,COL,,34.0,0,Hotel
1008179,3,F,33.0,0.0,US,,33.0,0,Airbnb
1011466,1,M,,1.0,US,,40.512179278986686,1,Airbnb
1003052,3,F,45.0,0.0,COL,,45.0,0,Hotel
1004996,6,F,35.0,0.0,ES,,35.0,0,Airbnb
1001107,4,M,48.0,0.0,NL,,48.0,1,Airbnb
1013259,4,F,34.0,1.0,ES,,34.0,0,Hotel
1008068,2,M,32.0,1.0,IT,,32.0,1,Airbnb
1010299,4,M,35.0,1.0,AR,,35.0,1,Airbnb
1003322,6,M,39.0,1.0,IT,,39.0,1,Airbnb
1008069,2,F,46.0,1.0,ES,,46.0,0,Airbnb
1003857,3,F,39.0,1.0,US,,39.0,0,Hotel
1003398,3,M,36.0,1.0,NL,,36.0,1,Airbnb
1011867,5,F,38.0,1.0,IT,,38.0,0,Hotel
1012281,5,F,43.0,1.0,IT,,43.0,0,Airbnb
1000254,3,F,41.0,1.0,AR,,41.0,0,Airbnb
1001680,1,M,41.0,0.0,ES,,41.0,1,Airbnb
1013073,1,F,49.0,0.0,NL,,49.0,0,Hotel
1012007,4,F,38.0,1.0,UK,,38.0,0,Hotel
1007389,5,M,36.0,0.0,ES,,36.0,1,Hotel
1002122,6,F,35.0,0.0,ES,,35.0,0,Airbnb
1006529,7,F,42.0,0.0,US,,42.0,0,Hotel
1012924,1,M,40.0,1.0,UK,,40.0,1,Airbnb
1002097,5,F,31.0,1.0,AR,,31.0,0,Hotel
1008673,4,F,,1.0,PE,,40.512179278986686,0,Airbnb
1004589,4,M,41.0,1.0,NL,,41.0,1,Hotel
1003034,4,F,51.0,0.0,AR,,51.0,0,Hotel
1013040,4,F,40.0,0.0,UK,,40.0,0,Airbnb
1010186,6,F,47.0,0.0,IT,,47.0,0,Hotel
1006245,3,M,46.0,0.0,US,,46.0,1,Airbnb
1008202,2,F,30.0,1.0,ES,,30.0,0,Hotel
1004161,6,M,38.0,0.0,COL,,38.0,1,Hotel
1010503,5,M,44.0,0.0,NL,,44.0,1,Airbnb
1001949,4,M,37.0,1.0,NL,,37.0,1,Airbnb
1014040,6,F,35.0,1.0,ES,,35.0,0,Hotel
1010755,5,F,39.0,0.0,ES,,39.0,0,Airbnb
1000880,4,F,34.0,1.0,PE,,34.0,0,Hotel
1003353,2,M,42.0,1.0,AR,,42.0,1,Hotel
1010590,2,F,43.0,0.0,UK,,43.0,0,Hotel
1007977,3,M,50.0,1.0,COL,,50.0,1,Hotel
1002955,5,M,38.0,0.0,US,,38.0,1,Hotel
1011566,7,F,44.0,0.0,AR,,44.0,0,Hotel
1009152,1,F,43.0,1.0,UK,,43.0,0,Airbnb
1004790,3,M,32.0,0.0,IT,,32.0,1,Hotel
1012908,5,M,36.0,0.0,NL,,36.0,1,Hotel
1002585,3,M,,0.0,AR,,40.512179278986686,1,Airbnb
1008470,7,F,45.0,1.0,COL,,45.0,0,Hotel
1012771,5,M,40.0,1.0,AR,,40.0,1,Airbnb
1002159,5,M,41.0,0.0,COL,,41.0,1,Airbnb
1002321,2,M,,1.0,PE,,40.512179278986686,1,Hotel
1009017,1,F,40.0,1.0,NL,,40.0,0,Hotel
1001636,5,M,35.0,0.0,PE,,35.0,1,Hotel
1002524,4,F,42.0,0.0,AR,,42.0,0,Hotel
1013546,2,M,,1.0,PE,,40.512179278986686,1,Hotel
1006989,4,F,48.0,0.0,COL,,48.0,0,Hotel
1005533,3,M,43.0,0.0,ES,,43.0,1,Airbnb
1005829,5,M,47.0,0.0,US,,47.0,1,Airbnb
1004181,5,M,,0.0,PE,,40.512179278986686,1,Hotel
1007750,3,F,40.0,0.0,AR,,40.0,0,Airbnb
1008274,3,M,33.0,0.0,UK,,33.0,1,Hotel
1003484,5,F,34.0,0.0,COL,,34.0,0,Airbnb
1004564,1,F,30.0,1.0,NL,,30.0,0,Hotel
1006991,2,M,40.0,1.0,NL,,40.0,1,Airbnb
1004884,3,F,40.0,1.0,ES,,40.0,0,Hotel
1000458,5,F,48.0,1.0,AR,,48.0,0,Airbnb
1005597,4,M,44.0,1.0,AR,,44.0,1,Hotel
1010759,8,F,31.0,0.0,ES,,31.0,0,Hotel
1009410,3,F,37.0,0.0,AR,,37.0,0,Airbnb
1009256,6,M,35.0,0.0,PE,,35.0,1,Hotel
1011928,4,F,,1.0,UK,,40.512179278986686,0,Airbnb
1013651,1,M,43.0,0.0,PE,,43.0,1,Airbnb
1009969,3,M,48.0,0.0,UK,,48.0,1,Airbnb
1003186,5,M,48.0,1.0,PE,,48.0,1,Hotel
1007052,4,F,38.0,0.0,NL,,38.0,0,Airbnb
1002767,6,F,48.0,1.0,US,,48.0,0,Hotel
1006621,6,F,40.0,0.0,US,,40.0,0,Airbnb
1004118,10,M,39.0,0.0,AR,,39.0,1,Hotel
1001700,1,F,44.0,1.0,COL,,44.0,0,Airbnb
1004122,4,F,47.0,0.0,PE,,47.0,0,Hotel
1008418,3,M,45.0,1.0,UK,,45.0,1,Hotel
1011410,6,M,36.0,1.0,COL,,36.0,1,Airbnb
1006650,4,M,35.0,1.0,US,,35.0,1,Airbnb
1005831,7,F,40.0,1.0,US,,40.0,0,Hotel
1003243,3,M,42.0,1.0,PE,,42.0,1,Hotel
1014045,3,M,38.0,1.0,AR,,38.0,1,Airbnb
1013414,5,F,39.0,1.0,AR,,39.0,0,Hotel
1013291,3,M,,1.0,UK,,40.512179278986686,1,Airbnb
1011880,4,M,44.0,0.0,IT,,44.0,1,Airbnb
1012737,2,M,40.0,1.0,US,,40.0,1,Airbnb
1003429,3,F,41.0,1.0,NL,,41.0,0,Airbnb
1011068,7,M,38.0,1.0,COL,,38.0,1,Hotel
1004617,4,F,39.0,1.0,COL,,39.0,0,Hotel
1009068,4,M,,0.0,IT,,40.512179278986686,1,Hotel
1012809,6,F,44.0,1.0,IT,,44.0,0,Airbnb
1014009,6,F,34.0,1.0,IT,,34.0,0,Hotel
1004213,7,M,44.0,1.0,NL,,44.0,1,Hotel
1010301,3,M,43.0,0.0,NL,,43.0,1,Airbnb
1005743,4,F,34.0,1.0,US,,34.0,0,Hotel
1002869,5,F,,0.0,IT,,40.512179278986686,0,Hotel
1004725,2,M,,1.0,ES,,40.512179278986686,1,Hotel
1008464,4,M,44.0,1.0,COL,,44.0,1,Hotel
1000851,4,M,42.0,0.0,COL,,42.0,1,Airbnb
1001534,6,F,38.0,1.0,IT,,38.0,0,Hotel
1002715,6,M,35.0,1.0,COL,,35.0,1,Airbnb
1006953,5,M,37.0,0.0,NL,,37.0,1,Hotel
1011567,3,M,,0.0,IT,,40.512179278986686,1,Airbnb
1008018,4,F,42.0,0.0,AR,,42.0,0,Hotel
1004094,3,M,43.0,0.0,COL,,43.0,1,Airbnb
1010846,4,M,45.0,0.0,US,,45.0,1,Airbnb
1009895,4,F,40.0,1.0,COL,,40.0,0,Hotel
1011666,4,M,45.0,0.0,PE,,45.0,1,Airbnb
1009290,3,M,35.0,1.0,PE,,35.0,1,Airbnb
1011267,7,F,41.0,1.0,AR,,41.0,0,Airbnb
1000885,4,F,36.0,1.0,COL,,36.0,0,Hotel
1001955,5,F,43.0,1.0,UK,,43.0,0,Airbnb
1001034,3,M,41.0,1.0,PE,,41.0,1,Hotel
1005912,2,F,38.0,1.0,UK,,38.0,0,Hotel
1009896,9,M,45.0,1.0,UK,,45.0,1,Hotel
1008640,3,F,36.0,0.0,IT,,36.0,0,Airbnb
1001280,3,M,44.0,1.0,AR,,44.0,1,Hotel
1008217,3,M,,1.0,AR,,40.512179278986686,1,Airbnb
1006940,5,M,44.0,0.0,ES,,44.0,1,Airbnb
1006769,3,M,46.0,1.0,ES,,46.0,1,Hotel
1007980,2,M,38.0,0.0,PE,,38.0,1,Hotel
1002172,4,M,40.0,0.0,UK,,40.0,1,Hotel
1008896,2,M,40.0,0.0,US,,40.0,1,Hotel
1003670,4,M,45.0,0.0,ES,,45.0,1,Airbnb
1009987,6,F,42.0,1.0,US,,42.0,0,Airbnb
1001570,5,F,42.0,0.0,PE,,42.0,0,Hotel
1009379,8,M,42.0,1.0,PE,,42.0,1,Hotel
1000997,8,M,41.0,0.0,AR,,41.0,1,Airbnb
1011660,2,F,40.0,0.0,PE,,40.0,0,Airbnb
1005485,5,M,35.0,0.0,AR,,35.0,1,Hotel
1009538,4,M,45.0,0.0,COL,,45.0,1,Airbnb
1005388,2,F,37.0,1.0,IT,,37.0,0,Hotel
1006756,2,M,46.0,0.0,COL,,46.0,1,Airbnb
1005146,6,M,43.0,1.0,US,,43.0,1,Hotel
1013110,3,M,44.0,0.0,US,,44.0,1,Airbnb
1013819,4,F,50.0,0.0,UK,,50.0,0,Hotel
1010914,6,M,45.0,0.0,UK,,45.0,1,Airbnb
1003911,5,F,40.0,1.0,COL,,40.0,0,Hotel
1011478,3,F,,1.0,AR,,40.512179278986686,0,Hotel
1002962,4,F,36.0,1.0,PE,,36.0,0,Hotel
1008346,3,M,44.0,0.0,AR,,44.0,1,Airbnb
1005915,4,F,42.0,0.0,NL,,42.0,0,Hotel
1002688,3,F,38.0,0.0,ES,,38.0,0,Airbnb
1008494,4,F,41.0,0.0,IT,,41.0,0,Hotel
1010450,2,F,48.0,0.0,NL,,48.0,0,Hotel
1000935,5,F,44.0,1.0,NL,,44.0,0,Airbnb
1012584,2,F,,0.0,PE,,40.512179278986686,0,Hotel
1008731,7,F,42.0,0.0,IT,,42.0,0,Hotel
1009390,2,M,35.0,0.0,IT,,35.0,1,Hotel
1000875,5,M,27.0,0.0,UK,,27.0,1,Hotel
1003765,3,M,40.0,0.0,NL,,40.0,1,Hotel
1013954,4,F,46.0,1.0,NL,,46.0,0,Airbnb
1003454,3,F,37.0,1.0,NL,,37.0,0,Hotel
1002601,3,M,49.0,1.0,PE,,49.0,1,Hotel
1009663,8,M,,1.0,ES,,40.512179278986686,1,Airbnb
1012191,4,M,48.0,0.0,IT,,48.0,1,Airbnb
1001002,2,F,38.0,1.0,IT,,38.0,0,Hotel
1011552,7,M,34.0,1.0,COL,,34.0,1,Hotel
1000405,4,F,46.0,0.0,COL,,46.0,0,Hotel
1013579,4,F,37.0,0.0,COL,,37.0,0,Airbnb
1008276,4,F,42.0,1.0,ES,,42.0,0,Airbnb
1011509,3,F,44.0,0.0,AR,,44.0,0,Hotel
1007073,6,M,46.0,0.0,UK,,46.0,1,Airbnb
1002158,4,M,37.0,1.0,IT,,37.0,1,Airbnb
1007816,5,F,40.0,0.0,ES,,40.0,0,Airbnb
1005442,7,F,45.0,0.0,AR,,45.0,0,Hotel
1012764,3,M,,1.0,ES,,40.512179278986686,1,Airbnb
1012700,2,M,41.0,0.0,PE,,41.0,1,Airbnb
1005115,5,F,43.0,0.0,PE,,43.0,0,Hotel
1006687,5,M,44.0,0.0,UK,,44.0,1,Airbnb
1012792,1,F,36.0,0.0,US,,36.0,0,Airbnb
1005268,2,M,38.0,1.0,PE,,38.0,1,Airbnb
1006030,3,F,,0.0,UK,,40.512179278986686,0,Hotel
1001721,5,F,44.0,1.0,US,,44.0,0,Airbnb
1008054,4,M,37.0,0.0,IT,,37.0,1,Hotel
1003406,5,F,44.0,0.0,IT,,44.0,0,Hotel
1008369,4,M,,1.0,US,,40.512179278986686,1,Hotel
1001520,3,F,41.0,1.0,COL,,41.0,0,Airbnb
1000472,4,F,33.0,1.0,AR,,33.0,0,Hotel
1007567,2,M,35.0,1.0,UK,,35.0,1,Airbnb
1008278,3,F,40.0,1.0,US,,40.0,0,Hotel
1004509,3,M,48.0,1.0,ES,,48.0,1,Hotel
1013193,3,F,42.0,1.0,AR,,42.0,0,Airbnb
1004204,4,F,40.0,0.0,IT,,40.0,0,Airbnb
1000820,5,M,40.0,1.0,IT,,40.0,1,Airbnb
1011513,1,M,35.0,1.0,NL,,35.0,1,Airbnb
1012555,3,M,44.0,0.0,UK,,44.0,1,Airbnb
1002818,3,F,30.0,0.0,ES,,30.0,0,Airbnb
1009848,5,F,39.0,1.0,UK,,39.0,0,Hotel
1013763,3,M,42.0,1.0,COL,,42.0,1,Hotel
1008791,2,M,41.0,0.0,NL,,41.0,1,Airbnb
1006454,5,F,44.0,1.0,IT,,44.0,0,Airbnb
1008583,4,M,44.0,0.0,PE,,44.0,1,Airbnb
1002545,5,M,37.0,1.0,ES,,37.0,1,Airbnb
1012623,4,F,39.0,1.0,NL,,39.0,0,Hotel
1012226,7,F,43.0,0.0,UK,,43.0,0,Hotel
1003093,4,M,45.0,1.0,NL,,45.0,1,Hotel
1005208,2,F,41.0,1.0,AR,,41.0,0,Airbnb
1003063,5,F,30.0,1.0,AR,,30.0,0,Hotel
1010579,4,M,,1.0,COL,,40.512179278986686,1,Hotel
1004805,3,F,39.0,1.0,US,,39.0,0,Hotel
1002893,3,F,44.0,0.0,US,,44.0,0,Hotel
1003871,3,F,38.0,0.0,ES,,38.0,0,Airbnb
1006711,7,F,36.0,0.0,US,,36.0,0,Airbnb
1012303,4,F,40.0,0.0,COL,,40.0,0,Airbnb
1002216,8,M,37.0,0.0,AR,,37.0,1,Hotel
1003377,4,F,37.0,0.0,AR,,37.0,0,Airbnb
1001710,6,F,40.0,0.0,NL,,40.0,0,Airbnb
1002910,4,M,29.0,0.0,NL,,29.0,1,Hotel
1006901,4,F,35.0,0.0,IT,,35.0,0,Airbnb
1002850,3,F,48.0,0.0,ES,,48.0,0,Hotel
1003467,3,F,39.0,1.0,NL,,39.0,0,Hotel
1003044,1,M,42.0,1.0,ES,,42.0,1,Hotel
1007477,5,F,39.0,0.0,IT,,39.0,0,Airbnb
1000043,2,M,41.0,1.0,UK,,41.0,1,Hotel
1008839,9,M,42.0,1.0,ES,,42.0,1,Hotel
1013089,7,M,,0.0,PE,,40.512179278986686,1,Hotel
1005218,3,F,41.0,0.0,US,,41.0,0,Hotel
1012333,4,F,42.0,1.0,ES,,42.0,0,Airbnb
1006907,4,M,42.0,1.0,ES,,42.0,1,Hotel
1000307,8,M,42.0,0.0,NL,,42.0,1,Airbnb
1000232,3,F,41.0,0.0,UK,,41.0,0,Hotel
1001118,4,M,45.0,1.0,IT,,45.0,1,Hotel
1005819,5,F,41.0,1.0,NL,,41.0,0,Airbnb
1008880,3,M,29.0,0.0,IT,,29.0,1,Hotel
1000337,4,F,34.0,1.0,AR,,34.0,0,Hotel
1001775,2,M,51.0,0.0,ES,,51.0,1,Airbnb
1003515,3,M,40.0,1.0,US,,40.0,1,Airbnb
1001190,5,M,37.0,0.0,NL,,37.0,1,Hotel
1005482,4,M,46.0,1.0,UK,,46.0,1,Hotel
1013451,4,F,49.0,0.0,COL,,49.0,0,Hotel
1008288,3,F,34.0,1.0,IT,,34.0,0,Hotel
1008293,7,M,40.0,1.0,AR,,40.0,1,Airbnb
1006591,4,M,35.0,0.0,ES,,35.0,1,Hotel
1005086,2,M,36.0,0.0,PE,,36.0,1,Hotel
1012931,4,F,,1.0,AR,,40.512179278986686,0,Airbnb
1013156,4,F,40.0,1.0,UK,,40.0,0,Hotel
1007324,7,M,49.0,1.0,PE,,49.0,1,Airbnb
1010130,3,M,31.0,1.0,ES,,31.0,1,Airbnb
1009425,10,M,39.0,0.0,NL,,39.0,1,Hotel
1006573,6,M,50.0,1.0,IT,,50.0,1,Hotel
1011586,5,M,47.0,0.0,US,,47.0,1,Airbnb
1004797,5,F,41.0,1.0,UK,,41.0,0,Airbnb
1011028,3,F,41.0,0.0,NL,,41.0,0,Hotel
1008735,2,M,42.0,1.0,UK,,42.0,1,Hotel
1011182,1,F,42.0,1.0,COL,,42.0,0,Airbnb
1014060,5,F,40.0,1.0,UK,,40.0,0,Hotel
1002144,3,M,,0.0,ES,,40.512179278986686,1,Airbnb
1006950,4,F,49.0,1.0,ES,,49.0,0,Hotel
1010867,4,F,37.0,1.0,COL,,37.0,0,Hotel
1007036,5,M,38.0,0.0,IT,,38.0,1,Hotel
1009239,7,M,38.0,1.0,PE,,38.0,1,Hotel
1006421,1,M,41.0,0.0,ES,,41.0,1,Airbnb
1001470,4,M,42.0,0.0,IT,,42.0,1,Airbnb
1011803,4,F,47.0,1.0,NL,,47.0,0,Airbnb
1001579,4,F,41.0,1.0,ES,,41.0,0,Airbnb
1007421,5,F,30.0,1.0,UK,,30.0,0,Hotel
1000715,3,M,42.0,0.0,IT,,42.0,1,Airbnb
1011663,4,F,43.0,1.0,PE,,43.0,0,Airbnb
1003295,2,F,35.0,0.0,UK,,35.0,0,Airbnb
1013335,3,M,41.0,0.0,US,,41.0,1,Airbnb
1013734,4,F,36.0,1.0,UK,,36.0,0,Hotel
1013241,3,M,43.0,0.0,PE,,43.0,1,Airbnb
